ID,Hours,Machine ID,Department,MSEB Zone,KWH Reading,Consumption,P#F,Parts produced,Molten Metal,Batch ID,Cost of Energy,KWH_Tonne,KWH_part,Date
3259,18,SB2,Shot Blasting,Zone D,5335,211,0.69,68,0,0,"₹ 2,321.00",0,3.102941176,30-Jul-24
3260,19,SB2,Shot Blasting,Zone D,5535,200,0.57,78,0,0,"₹ 2,200.00",0,2.564102564,30-Jul-24
3261,20,SB2,Shot Blasting,Zone D,5754,219,0.63,62,0,0,"₹ 2,409.00",0,3.532258065,30-Jul-24
3262,21,SB2,Shot Blasting,Zone D,5969,215,0.66,50,0,0,"₹ 2,365.00",0,4.3,30-Jul-24
3274,9,SB2,Shot Blasting,Zone C,8505,210,0.66,74,0,0,"₹ 1,890.00",0,2.837837838,31-Jul-24
3275,10,SB2,Shot Blasting,Zone C,8705,200,0.69,77,0,0,"₹ 1,800.00",0,2.597402597,31-Jul-24
3276,11,SB2,Shot Blasting,Zone C,8918,213,0.57,73,0,0,"₹ 1,917.00",0,2.917808219,31-Jul-24
3283,18,SB2,Shot Blasting,Zone D,10384,217,0.6,65,0,0,"₹ 2,387.00",0,3.338461538,31-Jul-24
3284,19,SB2,Shot Blasting,Zone D,10594,210,0.58,69,0,0,"₹ 2,310.00",0,3.043478261,31-Jul-24
3285,20,SB2,Shot Blasting,Zone D,10810,216,0.65,80,0,0,"₹ 2,376.00",0,2.7,31-Jul-24
3286,21,SB2,Shot Blasting,Zone D,11019,209,0.55,70,0,0,"₹ 2,299.00",0,2.985714286,31-Jul-24
3298,9,SB2,Shot Blasting,Zone C,13525,208,0.6,65,0,0,"₹ 1,872.00",0,3.2,1-Aug-24
3299,10,SB2,Shot Blasting,Zone C,13725,200,0.61,52,0,0,"₹ 1,800.00",0,3.846153846,1-Aug-24
3300,11,SB2,Shot Blasting,Zone C,13931,206,0.68,62,0,0,"₹ 1,854.00",0,3.322580645,1-Aug-24
3307,18,SB2,Shot Blasting,Zone D,15367,200,0.56,68,0,0,"₹ 2,200.00",0,2.941176471,1-Aug-24
3308,19,SB2,Shot Blasting,Zone D,15585,218,0.65,60,0,0,"₹ 2,398.00",0,3.633333333,1-Aug-24
3309,20,SB2,Shot Blasting,Zone D,15796,211,0.59,64,0,0,"₹ 2,321.00",0,3.296875,1-Aug-24
3310,21,SB2,Shot Blasting,Zone D,16011,215,0.58,75,0,0,"₹ 2,365.00",0,2.866666667,1-Aug-24
3322,9,SB2,Shot Blasting,Zone C,18541,211,0.56,74,0,0,"₹ 1,899.00",0,2.851351351,2-Aug-24
3323,10,SB2,Shot Blasting,Zone C,18758,217,0.67,50,0,0,"₹ 1,953.00",0,4.34,2-Aug-24
3324,11,SB2,Shot Blasting,Zone C,18965,207,0.58,77,0,0,"₹ 1,863.00",0,2.688311688,2-Aug-24
3331,18,SB2,Shot Blasting,Zone D,20423,214,0.6,50,0,0,"₹ 2,354.00",0,4.28,2-Aug-24
3332,19,SB2,Shot Blasting,Zone D,20629,206,0.59,64,0,0,"₹ 2,266.00",0,3.21875,2-Aug-24
3333,20,SB2,Shot Blasting,Zone D,20835,206,0.62,79,0,0,"₹ 2,266.00",0,2.607594937,2-Aug-24
3334,21,SB2,Shot Blasting,Zone D,21050,215,0.62,59,0,0,"₹ 2,365.00",0,3.644067797,2-Aug-24
3346,9,SB2,Shot Blasting,Zone C,23553,207,0.64,66,0,0,"₹ 1,863.00",0,3.136363636,3-Aug-24
3347,10,SB2,Shot Blasting,Zone C,23765,212,0.69,53,0,0,"₹ 1,908.00",0,4,3-Aug-24
3348,11,SB2,Shot Blasting,Zone C,23983,218,0.62,71,0,0,"₹ 1,962.00",0,3.070422535,3-Aug-24
3355,18,SB2,Shot Blasting,Zone D,25458,202,0.66,68,0,0,"₹ 2,222.00",0,2.970588235,3-Aug-24
3356,19,SB2,Shot Blasting,Zone D,25663,205,0.56,69,0,0,"₹ 2,255.00",0,2.971014493,3-Aug-24
3357,20,SB2,Shot Blasting,Zone D,25863,200,0.69,61,0,0,"₹ 2,200.00",0,3.278688525,3-Aug-24
3358,21,SB2,Shot Blasting,Zone D,26075,212,0.6,75,0,0,"₹ 2,332.00",0,2.826666667,3-Aug-24
3370,9,SB2,Shot Blasting,Zone C,28604,217,0.58,62,0,0,"₹ 1,953.00",0,3.5,4-Aug-24
3371,10,SB2,Shot Blasting,Zone C,28808,204,0.58,59,0,0,"₹ 1,836.00",0,3.457627119,4-Aug-24
3372,11,SB2,Shot Blasting,Zone C,29020,212,0.68,77,0,0,"₹ 1,908.00",0,2.753246753,4-Aug-24
3379,18,SB2,Shot Blasting,Zone D,30465,206,0.63,74,0,0,"₹ 2,266.00",0,2.783783784,4-Aug-24
3380,19,SB2,Shot Blasting,Zone D,30673,208,0.7,65,0,0,"₹ 2,288.00",0,3.2,4-Aug-24
3381,20,SB2,Shot Blasting,Zone D,30889,216,0.63,79,0,0,"₹ 2,376.00",0,2.734177215,4-Aug-24
3382,21,SB2,Shot Blasting,Zone D,31098,209,0.63,58,0,0,"₹ 2,299.00",0,3.603448276,4-Aug-24
3394,9,SB2,Shot Blasting,Zone C,33653,211,0.69,71,0,0,"₹ 1,899.00",0,2.971830986,5-Aug-24
3395,10,SB2,Shot Blasting,Zone C,33853,200,0.67,60,0,0,"₹ 1,800.00",0,3.333333333,5-Aug-24
3396,11,SB2,Shot Blasting,Zone C,34053,200,0.57,76,0,0,"₹ 1,800.00",0,2.631578947,5-Aug-24
3403,18,SB2,Shot Blasting,Zone D,35521,205,0.67,62,0,0,"₹ 2,255.00",0,3.306451613,5-Aug-24
3404,19,SB2,Shot Blasting,Zone D,35726,205,0.67,69,0,0,"₹ 2,255.00",0,2.971014493,5-Aug-24
3405,20,SB2,Shot Blasting,Zone D,35939,213,0.65,73,0,0,"₹ 2,343.00",0,2.917808219,5-Aug-24
3406,21,SB2,Shot Blasting,Zone D,36152,213,0.56,76,0,0,"₹ 2,343.00",0,2.802631579,5-Aug-24
3418,9,SB2,Shot Blasting,Zone C,38650,218,0.65,55,0,0,"₹ 1,962.00",0,3.963636364,6-Aug-24
3419,10,SB2,Shot Blasting,Zone C,38857,207,0.63,78,0,0,"₹ 1,863.00",0,2.653846154,6-Aug-24
3420,11,SB2,Shot Blasting,Zone C,39074,217,0.64,52,0,0,"₹ 1,953.00",0,4.173076923,6-Aug-24
3427,18,SB2,Shot Blasting,Zone D,40547,204,0.7,75,0,0,"₹ 2,244.00",0,2.72,6-Aug-24
3428,19,SB2,Shot Blasting,Zone D,40753,206,0.57,58,0,0,"₹ 2,266.00",0,3.551724138,6-Aug-24
3429,20,SB2,Shot Blasting,Zone D,40968,215,0.65,52,0,0,"₹ 2,365.00",0,4.134615385,6-Aug-24
3430,21,SB2,Shot Blasting,Zone D,41180,212,0.56,54,0,0,"₹ 2,332.00",0,3.925925926,6-Aug-24
3442,9,SB2,Shot Blasting,Zone C,43687,203,0.61,77,0,0,"₹ 1,827.00",0,2.636363636,7-Aug-24
3443,10,SB2,Shot Blasting,Zone C,43896,209,0.6,73,0,0,"₹ 1,881.00",0,2.863013699,7-Aug-24
3444,11,SB2,Shot Blasting,Zone C,44099,203,0.63,66,0,0,"₹ 1,827.00",0,3.075757576,7-Aug-24
3451,18,SB2,Shot Blasting,Zone D,45581,201,0.64,76,0,0,"₹ 2,211.00",0,2.644736842,7-Aug-24
3452,19,SB2,Shot Blasting,Zone D,45782,201,0.63,68,0,0,"₹ 2,211.00",0,2.955882353,7-Aug-24
3453,20,SB2,Shot Blasting,Zone D,45997,215,0.57,53,0,0,"₹ 2,365.00",0,4.056603774,7-Aug-24
3454,21,SB2,Shot Blasting,Zone D,46197,200,0.67,59,0,0,"₹ 2,200.00",0,3.389830508,7-Aug-24
3466,9,SB2,Shot Blasting,Zone C,48701,211,0.69,56,0,0,"₹ 1,899.00",0,3.767857143,8-Aug-24
3467,10,SB2,Shot Blasting,Zone C,48906,205,0.61,78,0,0,"₹ 1,845.00",0,2.628205128,8-Aug-24
3468,11,SB2,Shot Blasting,Zone C,49126,220,0.62,65,0,0,"₹ 1,980.00",0,3.384615385,8-Aug-24
3475,18,SB2,Shot Blasting,Zone D,50607,202,0.56,70,0,0,"₹ 2,222.00",0,2.885714286,8-Aug-24
3476,19,SB2,Shot Blasting,Zone D,50810,203,0.67,59,0,0,"₹ 2,233.00",0,3.440677966,8-Aug-24
3477,20,SB2,Shot Blasting,Zone D,51029,219,0.57,67,0,0,"₹ 2,409.00",0,3.268656716,8-Aug-24
3478,21,SB2,Shot Blasting,Zone D,51239,210,0.62,74,0,0,"₹ 2,310.00",0,2.837837838,8-Aug-24
3490,9,SB2,Shot Blasting,Zone C,53747,213,0.57,50,0,0,"₹ 1,917.00",0,4.26,9-Aug-24
3491,10,SB2,Shot Blasting,Zone C,53951,204,0.69,67,0,0,"₹ 1,836.00",0,3.044776119,9-Aug-24
3492,11,SB2,Shot Blasting,Zone C,54157,206,0.68,53,0,0,"₹ 1,854.00",0,3.886792453,9-Aug-24
3499,18,SB2,Shot Blasting,Zone D,55647,218,0.59,65,0,0,"₹ 2,398.00",0,3.353846154,9-Aug-24
3500,19,SB2,Shot Blasting,Zone D,55854,207,0.55,52,0,0,"₹ 2,277.00",0,3.980769231,9-Aug-24
3501,20,SB2,Shot Blasting,Zone D,56071,217,0.67,57,0,0,"₹ 2,387.00",0,3.807017544,9-Aug-24
3502,21,SB2,Shot Blasting,Zone D,56271,200,0.59,52,0,0,"₹ 2,200.00",0,3.846153846,9-Aug-24
3514,9,SB2,Shot Blasting,Zone C,58769,206,0.68,51,0,0,"₹ 1,854.00",0,4.039215686,10-Aug-24
3515,10,SB2,Shot Blasting,Zone C,58987,218,0.64,62,0,0,"₹ 1,962.00",0,3.516129032,10-Aug-24
3516,11,SB2,Shot Blasting,Zone C,59187,200,0.68,56,0,0,"₹ 1,800.00",0,3.571428571,10-Aug-24
3523,18,SB2,Shot Blasting,Zone D,60666,214,0.67,74,0,0,"₹ 2,354.00",0,2.891891892,10-Aug-24
3524,19,SB2,Shot Blasting,Zone D,60869,203,0.68,72,0,0,"₹ 2,233.00",0,2.819444444,10-Aug-24
3525,20,SB2,Shot Blasting,Zone D,61072,203,0.69,64,0,0,"₹ 2,233.00",0,3.171875,10-Aug-24
3526,21,SB2,Shot Blasting,Zone D,61286,214,0.63,78,0,0,"₹ 2,354.00",0,2.743589744,10-Aug-24
3538,9,SB2,Shot Blasting,Zone C,63789,201,0.56,54,0,0,"₹ 1,809.00",0,3.722222222,11-Aug-24
3539,10,SB2,Shot Blasting,Zone C,64007,218,0.68,52,0,0,"₹ 1,962.00",0,4.192307692,11-Aug-24
3540,11,SB2,Shot Blasting,Zone C,64213,206,0.63,61,0,0,"₹ 1,854.00",0,3.37704918,11-Aug-24
3547,18,SB2,Shot Blasting,Zone D,65687,201,0.57,75,0,0,"₹ 2,211.00",0,2.68,11-Aug-24
3548,19,SB2,Shot Blasting,Zone D,65903,216,0.7,70,0,0,"₹ 2,376.00",0,3.085714286,11-Aug-24
3549,20,SB2,Shot Blasting,Zone D,66105,202,0.59,70,0,0,"₹ 2,222.00",0,2.885714286,11-Aug-24
3550,21,SB2,Shot Blasting,Zone D,66325,220,0.66,67,0,0,"₹ 2,420.00",0,3.28358209,11-Aug-24
3562,9,SB2,Shot Blasting,Zone C,68812,203,0.57,59,0,0,"₹ 1,827.00",0,3.440677966,12-Aug-24
3563,10,SB2,Shot Blasting,Zone C,69031,219,0.61,60,0,0,"₹ 1,971.00",0,3.65,12-Aug-24
3564,11,SB2,Shot Blasting,Zone C,69236,205,0.67,51,0,0,"₹ 1,845.00",0,4.019607843,12-Aug-24
3571,18,SB2,Shot Blasting,Zone D,70698,218,0.62,66,0,0,"₹ 2,398.00",0,3.303030303,12-Aug-24
3572,19,SB2,Shot Blasting,Zone D,70913,215,0.57,76,0,0,"₹ 2,365.00",0,2.828947368,12-Aug-24
3573,20,SB2,Shot Blasting,Zone D,71123,210,0.68,75,0,0,"₹ 2,310.00",0,2.8,12-Aug-24
3574,21,SB2,Shot Blasting,Zone D,71328,205,0.58,69,0,0,"₹ 2,255.00",0,2.971014493,12-Aug-24
3586,9,SB2,Shot Blasting,Zone C,73859,217,0.65,54,0,0,"₹ 1,953.00",0,4.018518519,13-Aug-24
3587,10,SB2,Shot Blasting,Zone C,74063,204,0.68,71,0,0,"₹ 1,836.00",0,2.873239437,13-Aug-24
3588,11,SB2,Shot Blasting,Zone C,74270,207,0.64,58,0,0,"₹ 1,863.00",0,3.568965517,13-Aug-24
3595,18,SB2,Shot Blasting,Zone D,75772,219,0.65,52,0,0,"₹ 2,409.00",0,4.211538462,13-Aug-24
3596,19,SB2,Shot Blasting,Zone D,75986,214,0.56,60,0,0,"₹ 2,354.00",0,3.566666667,13-Aug-24
3597,20,SB2,Shot Blasting,Zone D,76186,200,0.55,52,0,0,"₹ 2,200.00",0,3.846153846,13-Aug-24
3598,21,SB2,Shot Blasting,Zone D,76395,209,0.6,61,0,0,"₹ 2,299.00",0,3.426229508,13-Aug-24
3241,0,SB2,Shot Blasting,Zone A,1541,215,0.66,61,0,0,"₹ 1,075.00",0,3.524590164,30-Jul-24
3242,1,SB2,Shot Blasting,Zone A,1756,215,0.69,74,0,0,"₹ 1,075.00",0,2.905405405,30-Jul-24
3243,2,SB2,Shot Blasting,Zone A,1963,207,0.65,66,0,0,"₹ 1,035.00",0,3.136363636,30-Jul-24
3244,3,SB2,Shot Blasting,Zone A,2174,211,0.7,53,0,0,"₹ 1,055.00",0,3.981132075,30-Jul-24
3245,4,SB2,Shot Blasting,Zone A,2380,206,0.62,65,0,0,"₹ 1,030.00",0,3.169230769,30-Jul-24
3246,5,SB2,Shot Blasting,Zone A,2589,209,0.59,66,0,0,"₹ 1,045.00",0,3.166666667,30-Jul-24
3263,22,SB2,Shot Blasting,Zone A,6178,209,0.66,50,0,0,"₹ 1,045.00",0,4.18,30-Jul-24
3264,23,SB2,Shot Blasting,Zone A,6382,204,0.69,80,0,0,"₹ 1,020.00",0,2.55,30-Jul-24
3265,0,SB2,Shot Blasting,Zone A,6602,220,0.68,78,0,0,"₹ 1,100.00",0,2.820512821,31-Jul-24
3266,1,SB2,Shot Blasting,Zone A,6817,215,0.68,64,0,0,"₹ 1,075.00",0,3.359375,31-Jul-24
3267,2,SB2,Shot Blasting,Zone A,7035,218,0.69,53,0,0,"₹ 1,090.00",0,4.113207547,31-Jul-24
3268,3,SB2,Shot Blasting,Zone A,7252,217,0.58,53,0,0,"₹ 1,085.00",0,4.094339623,31-Jul-24
3269,4,SB2,Shot Blasting,Zone A,7461,209,0.61,63,0,0,"₹ 1,045.00",0,3.317460317,31-Jul-24
3270,5,SB2,Shot Blasting,Zone A,7681,220,0.67,68,0,0,"₹ 1,100.00",0,3.235294118,31-Jul-24
3287,22,SB2,Shot Blasting,Zone A,11224,205,0.56,69,0,0,"₹ 1,025.00",0,2.971014493,31-Jul-24
3288,23,SB2,Shot Blasting,Zone A,11425,201,0.62,68,0,0,"₹ 1,005.00",0,2.955882353,31-Jul-24
3289,0,SB2,Shot Blasting,Zone A,11631,206,0.59,75,0,0,"₹ 1,030.00",0,2.746666667,1-Aug-24
3290,1,SB2,Shot Blasting,Zone A,11842,211,0.59,52,0,0,"₹ 1,055.00",0,4.057692308,1-Aug-24
3291,2,SB2,Shot Blasting,Zone A,12060,218,0.7,63,0,0,"₹ 1,090.00",0,3.46031746,1-Aug-24
3292,3,SB2,Shot Blasting,Zone A,12267,207,0.62,65,0,0,"₹ 1,035.00",0,3.184615385,1-Aug-24
3293,4,SB2,Shot Blasting,Zone A,12478,211,0.64,75,0,0,"₹ 1,055.00",0,2.813333333,1-Aug-24
3294,5,SB2,Shot Blasting,Zone A,12698,220,0.57,56,0,0,"₹ 1,100.00",0,3.928571429,1-Aug-24
3311,22,SB2,Shot Blasting,Zone A,16226,215,0.61,71,0,0,"₹ 1,075.00",0,3.028169014,1-Aug-24
3312,23,SB2,Shot Blasting,Zone A,16428,202,0.66,56,0,0,"₹ 1,010.00",0,3.607142857,1-Aug-24
3313,0,SB2,Shot Blasting,Zone A,16635,207,0.63,70,0,0,"₹ 1,035.00",0,2.957142857,2-Aug-24
3314,1,SB2,Shot Blasting,Zone A,16852,217,0.67,75,0,0,"₹ 1,085.00",0,2.893333333,2-Aug-24
3315,2,SB2,Shot Blasting,Zone A,17067,215,0.56,60,0,0,"₹ 1,075.00",0,3.583333333,2-Aug-24
3316,3,SB2,Shot Blasting,Zone A,17277,210,0.68,55,0,0,"₹ 1,050.00",0,3.818181818,2-Aug-24
3317,4,SB2,Shot Blasting,Zone A,17482,205,0.65,80,0,0,"₹ 1,025.00",0,2.5625,2-Aug-24
3318,5,SB2,Shot Blasting,Zone A,17687,205,0.65,67,0,0,"₹ 1,025.00",0,3.059701493,2-Aug-24
3335,22,SB2,Shot Blasting,Zone A,21260,210,0.68,52,0,0,"₹ 1,050.00",0,4.038461538,2-Aug-24
3336,23,SB2,Shot Blasting,Zone A,21473,213,0.55,78,0,0,"₹ 1,065.00",0,2.730769231,2-Aug-24
3337,0,SB2,Shot Blasting,Zone A,21674,201,0.68,67,0,0,"₹ 1,005.00",0,3,3-Aug-24
3338,1,SB2,Shot Blasting,Zone A,21888,214,0.59,71,0,0,"₹ 1,070.00",0,3.014084507,3-Aug-24
3339,2,SB2,Shot Blasting,Zone A,22093,205,0.69,66,0,0,"₹ 1,025.00",0,3.106060606,3-Aug-24
3340,3,SB2,Shot Blasting,Zone A,22297,204,0.59,68,0,0,"₹ 1,020.00",0,3,3-Aug-24
3341,4,SB2,Shot Blasting,Zone A,22513,216,0.57,61,0,0,"₹ 1,080.00",0,3.540983607,3-Aug-24
3342,5,SB2,Shot Blasting,Zone A,22719,206,0.65,56,0,0,"₹ 1,030.00",0,3.678571429,3-Aug-24
3359,22,SB2,Shot Blasting,Zone A,26289,214,0.63,61,0,0,"₹ 1,070.00",0,3.508196721,3-Aug-24
3360,23,SB2,Shot Blasting,Zone A,26495,206,0.65,53,0,0,"₹ 1,030.00",0,3.886792453,3-Aug-24
3361,0,SB2,Shot Blasting,Zone A,26701,206,0.59,61,0,0,"₹ 1,030.00",0,3.37704918,4-Aug-24
3362,1,SB2,Shot Blasting,Zone A,26910,209,0.69,72,0,0,"₹ 1,045.00",0,2.902777778,4-Aug-24
3363,2,SB2,Shot Blasting,Zone A,27111,201,0.67,72,0,0,"₹ 1,005.00",0,2.791666667,4-Aug-24
3364,3,SB2,Shot Blasting,Zone A,27328,217,0.62,70,0,0,"₹ 1,085.00",0,3.1,4-Aug-24
3365,4,SB2,Shot Blasting,Zone A,27536,208,0.69,50,0,0,"₹ 1,040.00",0,4.16,4-Aug-24
3366,5,SB2,Shot Blasting,Zone A,27755,219,0.58,61,0,0,"₹ 1,095.00",0,3.590163934,4-Aug-24
3383,22,SB2,Shot Blasting,Zone A,31300,202,0.62,69,0,0,"₹ 1,010.00",0,2.927536232,4-Aug-24
3384,23,SB2,Shot Blasting,Zone A,31513,213,0.64,62,0,0,"₹ 1,065.00",0,3.435483871,4-Aug-24
3385,0,SB2,Shot Blasting,Zone A,31729,216,0.61,68,0,0,"₹ 1,080.00",0,3.176470588,5-Aug-24
3386,1,SB2,Shot Blasting,Zone A,31942,213,0.63,63,0,0,"₹ 1,065.00",0,3.380952381,5-Aug-24
3387,2,SB2,Shot Blasting,Zone A,32162,220,0.58,63,0,0,"₹ 1,100.00",0,3.492063492,5-Aug-24
3388,3,SB2,Shot Blasting,Zone A,32380,218,0.6,76,0,0,"₹ 1,090.00",0,2.868421053,5-Aug-24
3389,4,SB2,Shot Blasting,Zone A,32593,213,0.62,73,0,0,"₹ 1,065.00",0,2.917808219,5-Aug-24
3390,5,SB2,Shot Blasting,Zone A,32812,219,0.62,77,0,0,"₹ 1,095.00",0,2.844155844,5-Aug-24
3407,22,SB2,Shot Blasting,Zone A,36365,213,0.63,75,0,0,"₹ 1,065.00",0,2.84,5-Aug-24
3408,23,SB2,Shot Blasting,Zone A,36569,204,0.64,69,0,0,"₹ 1,020.00",0,2.956521739,5-Aug-24
3409,0,SB2,Shot Blasting,Zone A,36769,200,0.55,60,0,0,"₹ 1,000.00",0,3.333333333,6-Aug-24
3410,1,SB2,Shot Blasting,Zone A,36984,215,0.68,72,0,0,"₹ 1,075.00",0,2.986111111,6-Aug-24
3411,2,SB2,Shot Blasting,Zone A,37192,208,0.7,76,0,0,"₹ 1,040.00",0,2.736842105,6-Aug-24
3412,3,SB2,Shot Blasting,Zone A,37395,203,0.66,66,0,0,"₹ 1,015.00",0,3.075757576,6-Aug-24
3413,4,SB2,Shot Blasting,Zone A,37600,205,0.61,58,0,0,"₹ 1,025.00",0,3.534482759,6-Aug-24
3414,5,SB2,Shot Blasting,Zone A,37802,202,0.68,68,0,0,"₹ 1,010.00",0,2.970588235,6-Aug-24
3431,22,SB2,Shot Blasting,Zone A,41387,207,0.69,73,0,0,"₹ 1,035.00",0,2.835616438,6-Aug-24
3432,23,SB2,Shot Blasting,Zone A,41601,214,0.66,60,0,0,"₹ 1,070.00",0,3.566666667,6-Aug-24
3433,0,SB2,Shot Blasting,Zone A,41819,218,0.61,54,0,0,"₹ 1,090.00",0,4.037037037,7-Aug-24
3434,1,SB2,Shot Blasting,Zone A,42024,205,0.55,53,0,0,"₹ 1,025.00",0,3.867924528,7-Aug-24
3435,2,SB2,Shot Blasting,Zone A,42231,207,0.6,61,0,0,"₹ 1,035.00",0,3.393442623,7-Aug-24
3436,3,SB2,Shot Blasting,Zone A,42437,206,0.67,56,0,0,"₹ 1,030.00",0,3.678571429,7-Aug-24
3437,4,SB2,Shot Blasting,Zone A,42651,214,0.55,77,0,0,"₹ 1,070.00",0,2.779220779,7-Aug-24
3438,5,SB2,Shot Blasting,Zone A,42864,213,0.6,59,0,0,"₹ 1,065.00",0,3.610169492,7-Aug-24
3455,22,SB2,Shot Blasting,Zone A,46403,206,0.67,52,0,0,"₹ 1,030.00",0,3.961538462,7-Aug-24
3456,23,SB2,Shot Blasting,Zone A,46605,202,0.66,70,0,0,"₹ 1,010.00",0,2.885714286,7-Aug-24
3457,0,SB2,Shot Blasting,Zone A,46807,202,0.64,59,0,0,"₹ 1,010.00",0,3.423728814,8-Aug-24
3458,1,SB2,Shot Blasting,Zone A,47019,212,0.66,55,0,0,"₹ 1,060.00",0,3.854545455,8-Aug-24
3459,2,SB2,Shot Blasting,Zone A,47236,217,0.6,51,0,0,"₹ 1,085.00",0,4.254901961,8-Aug-24
3460,3,SB2,Shot Blasting,Zone A,47449,213,0.69,72,0,0,"₹ 1,065.00",0,2.958333333,8-Aug-24
3461,4,SB2,Shot Blasting,Zone A,47655,206,0.57,73,0,0,"₹ 1,030.00",0,2.821917808,8-Aug-24
3462,5,SB2,Shot Blasting,Zone A,47857,202,0.57,65,0,0,"₹ 1,010.00",0,3.107692308,8-Aug-24
3479,22,SB2,Shot Blasting,Zone A,51442,203,0.69,74,0,0,"₹ 1,015.00",0,2.743243243,8-Aug-24
3480,23,SB2,Shot Blasting,Zone A,51649,207,0.66,60,0,0,"₹ 1,035.00",0,3.45,8-Aug-24
3481,0,SB2,Shot Blasting,Zone A,51868,219,0.58,77,0,0,"₹ 1,095.00",0,2.844155844,9-Aug-24
3482,1,SB2,Shot Blasting,Zone A,52070,202,0.65,68,0,0,"₹ 1,010.00",0,2.970588235,9-Aug-24
3483,2,SB2,Shot Blasting,Zone A,52283,213,0.69,76,0,0,"₹ 1,065.00",0,2.802631579,9-Aug-24
3484,3,SB2,Shot Blasting,Zone A,52488,205,0.56,58,0,0,"₹ 1,025.00",0,3.534482759,9-Aug-24
3485,4,SB2,Shot Blasting,Zone A,52691,203,0.67,75,0,0,"₹ 1,015.00",0,2.706666667,9-Aug-24
3486,5,SB2,Shot Blasting,Zone A,52901,210,0.64,52,0,0,"₹ 1,050.00",0,4.038461538,9-Aug-24
3503,22,SB2,Shot Blasting,Zone A,56484,213,0.63,62,0,0,"₹ 1,065.00",0,3.435483871,9-Aug-24
3504,23,SB2,Shot Blasting,Zone A,56687,203,0.64,51,0,0,"₹ 1,015.00",0,3.980392157,9-Aug-24
3505,0,SB2,Shot Blasting,Zone A,56892,205,0.69,67,0,0,"₹ 1,025.00",0,3.059701493,10-Aug-24
3506,1,SB2,Shot Blasting,Zone A,57094,202,0.64,67,0,0,"₹ 1,010.00",0,3.014925373,10-Aug-24
3507,2,SB2,Shot Blasting,Zone A,57307,213,0.66,64,0,0,"₹ 1,065.00",0,3.328125,10-Aug-24
3508,3,SB2,Shot Blasting,Zone A,57518,211,0.61,75,0,0,"₹ 1,055.00",0,2.813333333,10-Aug-24
3509,4,SB2,Shot Blasting,Zone A,57733,215,0.58,69,0,0,"₹ 1,075.00",0,3.115942029,10-Aug-24
3510,5,SB2,Shot Blasting,Zone A,57935,202,0.57,58,0,0,"₹ 1,010.00",0,3.482758621,10-Aug-24
3527,22,SB2,Shot Blasting,Zone A,61488,202,0.66,54,0,0,"₹ 1,010.00",0,3.740740741,10-Aug-24
3528,23,SB2,Shot Blasting,Zone A,61696,208,0.65,54,0,0,"₹ 1,040.00",0,3.851851852,10-Aug-24
3529,0,SB2,Shot Blasting,Zone A,61906,210,0.59,57,0,0,"₹ 1,050.00",0,3.684210526,11-Aug-24
3530,1,SB2,Shot Blasting,Zone A,62111,205,0.61,60,0,0,"₹ 1,025.00",0,3.416666667,11-Aug-24
3531,2,SB2,Shot Blasting,Zone A,62316,205,0.68,60,0,0,"₹ 1,025.00",0,3.416666667,11-Aug-24
3532,3,SB2,Shot Blasting,Zone A,62533,217,0.56,63,0,0,"₹ 1,085.00",0,3.444444444,11-Aug-24
3533,4,SB2,Shot Blasting,Zone A,62753,220,0.63,59,0,0,"₹ 1,100.00",0,3.728813559,11-Aug-24
3534,5,SB2,Shot Blasting,Zone A,62953,200,0.65,73,0,0,"₹ 1,000.00",0,2.739726027,11-Aug-24
3551,22,SB2,Shot Blasting,Zone A,66544,219,0.55,73,0,0,"₹ 1,095.00",0,3,11-Aug-24
3552,23,SB2,Shot Blasting,Zone A,66751,207,0.64,62,0,0,"₹ 1,035.00",0,3.338709677,11-Aug-24
3553,0,SB2,Shot Blasting,Zone A,66953,202,0.67,55,0,0,"₹ 1,010.00",0,3.672727273,12-Aug-24
3554,1,SB2,Shot Blasting,Zone A,67154,201,0.55,73,0,0,"₹ 1,005.00",0,2.753424658,12-Aug-24
3555,2,SB2,Shot Blasting,Zone A,67360,206,0.6,55,0,0,"₹ 1,030.00",0,3.745454545,12-Aug-24
3556,3,SB2,Shot Blasting,Zone A,67562,202,0.68,66,0,0,"₹ 1,010.00",0,3.060606061,12-Aug-24
3557,4,SB2,Shot Blasting,Zone A,67779,217,0.56,77,0,0,"₹ 1,085.00",0,2.818181818,12-Aug-24
3558,5,SB2,Shot Blasting,Zone A,67983,204,0.59,58,0,0,"₹ 1,020.00",0,3.517241379,12-Aug-24
3575,22,SB2,Shot Blasting,Zone A,71541,213,0.69,66,0,0,"₹ 1,065.00",0,3.227272727,12-Aug-24
3576,23,SB2,Shot Blasting,Zone A,71743,202,0.59,78,0,0,"₹ 1,010.00",0,2.58974359,12-Aug-24
3577,0,SB2,Shot Blasting,Zone A,71952,209,0.57,70,0,0,"₹ 1,045.00",0,2.985714286,13-Aug-24
3578,1,SB2,Shot Blasting,Zone A,72167,215,0.58,52,0,0,"₹ 1,075.00",0,4.134615385,13-Aug-24
3579,2,SB2,Shot Blasting,Zone A,72383,216,0.62,78,0,0,"₹ 1,080.00",0,2.769230769,13-Aug-24
3580,3,SB2,Shot Blasting,Zone A,72602,219,0.66,80,0,0,"₹ 1,095.00",0,2.7375,13-Aug-24
